product_name,url,sku,overall_rating,rating,headline,review,sentiment,date,author
Axe Body Spray for Men Ice Chill 150ML,https://www.jumia.com.eg/body-spray-for-men-ice-chill-150ml-axe-mpg3840695.html,AX642FF1T2ULFNAFAMZ,4.3 out of 5,5 out of 5,منتج جيد,منتج جيد,neutral,16-01-2025,by السعيد
Axe Body Spray for Men Ice Chill 150ML,https://www.jumia.com.eg/body-spray-for-men-ice-chill-150ml-axe-mpg3840695.html,AX642FF1T2ULFNAFAMZ,4.3 out of 5,3 out of 5,good,جيد جدا وسعر مناسب,neutral,08-01-2025,by محمود
Axe Body Spray for Men Ice Chill 150ML,https://www.jumia.com.eg/body-spray-for-men-ice-chill-150ml-axe-mpg3840695.html,AX642FF1T2ULFNAFAMZ,4.3 out of 5,5 out of 5,الإسم يكفي,منتج ممتاز ويستحق الإنتشار,neutral,01-01-2025,by Osama
Axe Body Spray for Men Ice Chill 150ML,https://www.jumia.com.eg/body-spray-for-men-ice-chill-150ml-axe-mpg3840695.html,AX642FF1T2ULFNAFAMZ,4.3 out of 5,4 out of 5,تمام,ريحته حلوه اوي,neutral,28-11-2024,by Karema
Axe Body Spray for Men Ice Chill 150ML,https://www.jumia.com.eg/body-spray-for-men-ice-chill-150ml-axe-mpg3840695.html,AX642FF1T2ULFNAFAMZ,4.3 out of 5,1 out of 5,جيد,منتج رائع,neutral,28-11-2024,by Mohamed
Sparkle Shampoo Split Ends 600 Ml,https://www.jumia.com.eg/sparkle-shampoo-split-ends-600-ml-118410464.html,SP292HB2F5W3TNAFAMZ,4 out of 5,5 out of 5,ممتاز,ممتاز  كالعادة,neutral,06-07-2025,by Azza
Sparkle Shampoo Split Ends 600 Ml,https://www.jumia.com.eg/sparkle-shampoo-split-ends-600-ml-118410464.html,SP292HB2F5W3TNAFAMZ,4 out of 5,4 out of 5,شامبو وبلسم,حلو وريحته حلوه وبينضف شامبو وبلسم مع بعض,neutral,26-03-2025,by shimaa Elanbary
Axe Body Spray for Men Leather & Cookies 150ML,https://www.jumia.com.eg/body-spray-for-men-leather-cookies-150ml-axe-mpg3840757.html,AX642FF3443DVNAFAMZ,4.3 out of 5,5 out of 5,جميل,جميل,neutral,18-05-2025,by Nermeen
Axe Body Spray for Men Leather & Cookies 150ML,https://www.jumia.com.eg/body-spray-for-men-leather-cookies-150ml-axe-mpg3840757.html,AX642FF3443DVNAFAMZ,4.3 out of 5,5 out of 5,حلو,ريحتو حلوه,neutral,04-03-2025,by Mero
Axe Body Spray for Men Leather & Cookies 150ML,https://www.jumia.com.eg/body-spray-for-men-leather-cookies-150ml-axe-mpg3840757.html,AX642FF3443DVNAFAMZ,4.3 out of 5,5 out of 5,Axe  cookies,رائع,neutral,16-01-2025,by ASMAA
Axe Body Spray for Men Leather & Cookies 150ML,https://www.jumia.com.eg/body-spray-for-men-leather-cookies-150ml-axe-mpg3840757.html,AX642FF3443DVNAFAMZ,4.3 out of 5,5 out of 5,جيد,جيد جدا,neutral,04-12-2024,by Sara
Axe Body Spray for Men Leather & Cookies 150ML,https://www.jumia.com.eg/body-spray-for-men-leather-cookies-150ml-axe-mpg3840757.html,AX642FF3443DVNAFAMZ,4.3 out of 5,4 out of 5,I like it,Good but expensive,neutral,24-11-2024,by Mahmoud
Axe Body Spray for Men Leather & Cookies 150ML,https://www.jumia.com.eg/body-spray-for-men-leather-cookies-150ml-axe-mpg3840757.html,AX642FF3443DVNAFAMZ,4.3 out of 5,5 out of 5,Great Price,????????????????,neutral,18-11-2024,by Ahmed
Axe Body Spray for Men Leather & Cookies 150ML,https://www.jumia.com.eg/body-spray-for-men-leather-cookies-150ml-axe-mpg3840757.html,AX642FF3443DVNAFAMZ,4.3 out of 5,1 out of 5,سيئ,مبيكملش ساعتين بدون مجهود,neutral,05-09-2024,by علاء
Axe Body Spray for Men Leather & Cookies 150ML,https://www.jumia.com.eg/body-spray-for-men-leather-cookies-150ml-axe-mpg3840757.html,AX642FF3443DVNAFAMZ,4.3 out of 5,4 out of 5,good,as good as expected,positive,05-09-2024,by AZ
Axe Body Spray for Men Leather & Cookies 150ML,https://www.jumia.com.eg/body-spray-for-men-leather-cookies-150ml-axe-mpg3840757.html,AX642FF3443DVNAFAMZ,4.3 out of 5,5 out of 5,تحفة,تحفة,neutral,25-06-2024,by Rehab
Axe Body Spray for Men Leather & Cookies 150ML,https://www.jumia.com.eg/body-spray-for-men-leather-cookies-150ml-axe-mpg3840757.html,AX642FF3443DVNAFAMZ,4.3 out of 5,5 out of 5,تحفة,تحفة,neutral,25-06-2024,by Rehab
Activ Leather Low Cut Sneakers White & Black,https://www.jumia.com.eg/activ-leather-low-cut-sneakers-white-black-132388901.html,AC452FS1U2V4ZNAFAMZ,4.1 out of 5,5 out of 5,تحفه بس متبطن جامد قوي و هيكون افضل في الشتا,تحفه بس متبطن جامد قوي و هيكون افضل في الشتا,neutral,24-08-2025,by Adel
Activ Leather Low Cut Sneakers White & Black,https://www.jumia.com.eg/activ-leather-low-cut-sneakers-white-black-132388901.html,AC452FS1U2V4ZNAFAMZ,4.1 out of 5,4 out of 5,منتج جيد,جيد بالنسبه لسعره,neutral,20-08-2025,by AHMED
Activ Leather Low Cut Sneakers White & Black,https://www.jumia.com.eg/activ-leather-low-cut-sneakers-white-black-132388901.html,AC452FS1U2V4ZNAFAMZ,4.1 out of 5,5 out of 5,Very good,Very good,positive,19-08-2025,by mohammed
Activ Leather Low Cut Sneakers White & Black,https://www.jumia.com.eg/activ-leather-low-cut-sneakers-white-black-132388901.html,AC452FS1U2V4ZNAFAMZ,4.1 out of 5,4 out of 5,تلبيس ضيق لكن خامه ممتازه,الجزمه بطانتها جميله و الخامه محترمه بس اعمل حسابك ف مقاس نمره اكبر ولو مقاسك كبير اعمل حسابك ف نمرتين,neutral,12-08-2025,by معتصم
Activ Leather Low Cut Sneakers White & Black,https://www.jumia.com.eg/activ-leather-low-cut-sneakers-white-black-132388901.html,AC452FS1U2V4ZNAFAMZ,4.1 out of 5,5 out of 5,Love it sooo much,Gamdaa awii we so comfortable.,positive,10-08-2025,by Michael
Activ Leather Low Cut Sneakers White & Black,https://www.jumia.com.eg/activ-leather-low-cut-sneakers-white-black-132388901.html,AC452FS1U2V4ZNAFAMZ,4.1 out of 5,5 out of 5,ممتاز,جيب اكبر من مقاسك نمرتين,neutral,04-08-2025,by Saher
Activ Leather Low Cut Sneakers White & Black,https://www.jumia.com.eg/activ-leather-low-cut-sneakers-white-black-132388901.html,AC452FS1U2V4ZNAFAMZ,4.1 out of 5,5 out of 5,I like it,Meets my expectation,neutral,16-07-2025,by Sameh
Activ Leather Low Cut Sneakers White & Black,https://www.jumia.com.eg/activ-leather-low-cut-sneakers-white-black-132388901.html,AC452FS1U2V4ZNAFAMZ,4.1 out of 5,4 out of 5,حلو,جميل والله مش نفس راحة أكتڤ المعتاده بس بالنسبة لسعره و انه أرضي مش راننج فكويس جدا،,neutral,13-07-2025,by mohamed
Activ Leather Low Cut Sneakers White & Black,https://www.jumia.com.eg/activ-leather-low-cut-sneakers-white-black-132388901.html,AC452FS1U2V4ZNAFAMZ,4.1 out of 5,5 out of 5,الالوان,اللون,neutral,10-07-2025,by Ahmed
ATA ATA65UOS -65-inch 4K Smart Monitor,https://www.jumia.com.eg/65dk5-65-inch-ultra-hd-4k-smart-monitor-ata-mpg697617.html,AT933EL1M4T2NNAFAMZ,3.9 out of 5,5 out of 5,جيد,صوره جيده واداء ممتاز بالنسبه لسعرها,neutral,17-12-2023,by عبدالرحمن
ATA ATA65UOS -65-inch 4K Smart Monitor,https://www.jumia.com.eg/65dk5-65-inch-ultra-hd-4k-smart-monitor-ata-mpg697617.html,AT933EL1M4T2NNAFAMZ,3.9 out of 5,1 out of 5,شركتكم غير موثوق بها,انا اشتريت من عندكم منتجات بي 15 الف الف جنيه عشان من اول مشكله الاقي خدمه العملاء تبع الشركه اللي انتم واخذه من كم من على التلفزيون زفت وزباله والناس كلها بتشتكى من هم ما بيردش علي حد ازاي انتم تتعامل معه وتخلي الناس تعمل معه,neutral,08-03-2020,by Reham
ADIDAS Duramo Sl 2 Running Shoes,https://www.jumia.com.eg/adidas-duramo-sl-2-running-shoes-132958546.html,AD537FS2PZNB7NAFAMZ,4.8 out of 5,4 out of 5,لازم مقاس اكبر,حلو و خفيف بس لازم مقاس اكبر,neutral,24-08-2025,by Nesma
Shaan Lip Balm 5 gm,https://www.jumia.com.eg/shaan-lip-balm-5-gm-130010357.html,SH749ST2WDB4BNAFAMZ,4.7 out of 5,4 out of 5,ممتاز,زبده كاكاو اصلية زى بتاعه زمان بس فالاول تقيله شويه وده طبيعى,neutral,24-08-2025,by Ghada
Shaan Lip Balm 5 gm,https://www.jumia.com.eg/shaan-lip-balm-5-gm-130010357.html,SH749ST2WDB4BNAFAMZ,4.7 out of 5,5 out of 5,جميلة,من احلى الليب بالم,neutral,15-04-2025,by YASMINE AHMED
Dice - Set Of (3) Sleeveless Top & Hot Short - For Girls,https://www.jumia.com.eg/dice-set-of-3-sleeveless-top-hot-short-for-girls-24027637.html,FO115MW17V1PMNAFAMZ,4.4 out of 5,5 out of 5,ممتاز,ممتاز,neutral,17-06-2025,by Mohamed
Dice - Set Of (3) Sleeveless Top & Hot Short - For Girls,https://www.jumia.com.eg/dice-set-of-3-sleeveless-top-hot-short-for-girls-24027637.html,FO115MW17V1PMNAFAMZ,4.4 out of 5,5 out of 5,حلوين والوانهم جميله.,بس مجوش نفس الشكل حاجه  تانيه بس حلوين بردوا,neutral,17-04-2025,by Menna
Dice - Set Of (3) Sleeveless Top & Hot Short - For Girls,https://www.jumia.com.eg/dice-set-of-3-sleeveless-top-hot-short-for-girls-24027637.html,FO115MW17V1PMNAFAMZ,4.4 out of 5,3 out of 5,الخامة كويسة بس في تضارب في القطعتين,الخامة كويسة بس الفانلة مضبوطة والهوت شورت واسع,neutral,02-08-2023,by Passant
Dice - Set Of (3) Sleeveless Top & Hot Short - For Girls,https://www.jumia.com.eg/dice-set-of-3-sleeveless-top-hot-short-for-girls-24027637.html,FO115MW17V1PMNAFAMZ,4.4 out of 5,1 out of 5,شركة سخيفة,غير الصور .. والألوان غير والخامة غير,neutral,21-05-2023,by حمدى
"Activ Colorful Thong Toe Slip On Slipper - Pink, Rose & Turquoise.",https://www.jumia.com.eg/activ-colorful-thong-toe-slip-on-slipper-pink-rose-turquoise.-132000040.html,AC452FS1PX2XJNAFAMZ,4.8 out of 5,4 out of 5,الالوان بتروح بس,تثبيت اللون,neutral,19-08-2025,by Yassmin
"Activ Colorful Thong Toe Slip On Slipper - Pink, Rose & Turquoise.",https://www.jumia.com.eg/activ-colorful-thong-toe-slip-on-slipper-pink-rose-turquoise.-132000040.html,AC452FS1PX2XJNAFAMZ,4.8 out of 5,5 out of 5,شبشب,لون جميل,neutral,17-08-2025,by MANAL
"Activ Colorful Thong Toe Slip On Slipper - Pink, Rose & Turquoise.",https://www.jumia.com.eg/activ-colorful-thong-toe-slip-on-slipper-pink-rose-turquoise.-132000040.html,AC452FS1PX2XJNAFAMZ,4.8 out of 5,5 out of 5,خامة جيدة وخفيف ومريح,سعره هايل,neutral,06-08-2025,by اشجان
"Activ Colorful Thong Toe Slip On Slipper - Pink, Rose & Turquoise.",https://www.jumia.com.eg/activ-colorful-thong-toe-slip-on-slipper-pink-rose-turquoise.-132000040.html,AC452FS1PX2XJNAFAMZ,4.8 out of 5,5 out of 5,حلو وخفيف,حلو وخفيف,neutral,23-07-2025,by نسرين عمار
"Activ Colorful Thong Toe Slip On Slipper - Pink, Rose & Turquoise.",https://www.jumia.com.eg/activ-colorful-thong-toe-slip-on-slipper-pink-rose-turquoise.-132000040.html,AC452FS1PX2XJNAFAMZ,4.8 out of 5,5 out of 5,ماتريال ممتازه,ماتريال ممتازة,neutral,22-07-2025,by aml
"Activ Colorful Thong Toe Slip On Slipper - Pink, Rose & Turquoise.",https://www.jumia.com.eg/activ-colorful-thong-toe-slip-on-slipper-pink-rose-turquoise.-132000040.html,AC452FS1PX2XJNAFAMZ,4.8 out of 5,2 out of 5,غير جيد,"ناشف و بيوجع الرجل 
و الطباعة بدئت تطلع بعد أول لبسة",neutral,14-07-2025,by Engy
"Activ Colorful Thong Toe Slip On Slipper - Pink, Rose & Turquoise.",https://www.jumia.com.eg/activ-colorful-thong-toe-slip-on-slipper-pink-rose-turquoise.-132000040.html,AC452FS1PX2XJNAFAMZ,4.8 out of 5,5 out of 5,ss,الشبشب مريح جدا,neutral,17-06-2025,by Omnia
"Activ Colorful Thong Toe Slip On Slipper - Pink, Rose & Turquoise.",https://www.jumia.com.eg/activ-colorful-thong-toe-slip-on-slipper-pink-rose-turquoise.-132000040.html,AC452FS1PX2XJNAFAMZ,4.8 out of 5,5 out of 5,برافكت,"مقاس مظبوط شكل حلو 
ومريح جيد جداااا عجبني",neutral,03-06-2025,by Samah
"Activ Colorful Thong Toe Slip On Slipper - Pink, Rose & Turquoise.",https://www.jumia.com.eg/activ-colorful-thong-toe-slip-on-slipper-pink-rose-turquoise.-132000040.html,AC452FS1PX2XJNAFAMZ,4.8 out of 5,5 out of 5,مريح.جدا وشيك وماتريل نضيفه اوى,خطيير,neutral,01-06-2025,by Menna
Glitter Women Slippers - Beige,https://www.jumia.com.eg/glitter-women-slippers-beige-130880965.html,GL733FS2LF3LVNAFAMZ,4.7 out of 5,5 out of 5,Good,It was similar to the photo,neutral,25-08-2025,by Mrs Aladdin
Glitter Women Slippers - Beige,https://www.jumia.com.eg/glitter-women-slippers-beige-130880965.html,GL733FS2LF3LVNAFAMZ,4.7 out of 5,5 out of 5,جميل,مريح وشكله لذيذ,neutral,10-08-2025,by Nourhan
Glitter Women Slippers - Beige,https://www.jumia.com.eg/glitter-women-slippers-beige-130880965.html,GL733FS2LF3LVNAFAMZ,4.7 out of 5,3 out of 5,جيد,هاتي مقاس اكبر نمره من مقاسك,neutral,16-04-2025,by Sahar
Rivoli Rose Shower Gel  - 3 L,https://www.jumia.com.eg/rivoli-rose-shower-gel-3-l-39495191.html,RI555HB0BENK5NAFAMZ,4.5 out of 5,4 out of 5,سعره حلو,حلو وبيرغي بس الموف منه ريحته  احلي,neutral,22-07-2025,by Marya
Rivoli Rose Shower Gel  - 3 L,https://www.jumia.com.eg/rivoli-rose-shower-gel-3-l-39495191.html,RI555HB0BENK5NAFAMZ,4.5 out of 5,5 out of 5,حلو اوي,رغوه وريحه تحفه,neutral,13-07-2025,by غدير
Rivoli Rose Shower Gel  - 3 L,https://www.jumia.com.eg/rivoli-rose-shower-gel-3-l-39495191.html,RI555HB0BENK5NAFAMZ,4.5 out of 5,5 out of 5,جميل,رائع,neutral,13-07-2025,by Esraa Mostafa
Rivoli Rose Shower Gel  - 3 L,https://www.jumia.com.eg/rivoli-rose-shower-gel-3-l-39495191.html,RI555HB0BENK5NAFAMZ,4.5 out of 5,1 out of 5,لا,لا,neutral,29-06-2025,by essam
Rivoli Rose Shower Gel  - 3 L,https://www.jumia.com.eg/rivoli-rose-shower-gel-3-l-39495191.html,RI555HB0BENK5NAFAMZ,4.5 out of 5,5 out of 5,جيد,نضيف,neutral,20-06-2024,by Mohmed
Rivoli Rose Shower Gel  - 3 L,https://www.jumia.com.eg/rivoli-rose-shower-gel-3-l-39495191.html,RI555HB0BENK5NAFAMZ,4.5 out of 5,4 out of 5,جيد,جميل بس بس اللون البنفسجي منه احلي في الريحه,neutral,11-03-2024,by مايسه
Rivoli Rose Shower Gel  - 3 L,https://www.jumia.com.eg/rivoli-rose-shower-gel-3-l-39495191.html,RI555HB0BENK5NAFAMZ,4.5 out of 5,5 out of 5,شور,حلو وسعروا  كويس,neutral,20-08-2023,by Marina
Rivoli Rose Shower Gel  - 3 L,https://www.jumia.com.eg/rivoli-rose-shower-gel-3-l-39495191.html,RI555HB0BENK5NAFAMZ,4.5 out of 5,4 out of 5,Nice,"Slightly different,  maybe new ,better to buy fragrance you tried before",positive,17-08-2023,by Mona
Samsung ‎‎50 Inch Crystal UHD DU8000 4K Tizen OS Smart TV (2024)‎‎,https://www.jumia.com.eg/50-du8000-crystal-uhd-4k-tv-samsung-mpg1155051.html,SA024EL0VV2KWNAFAMZ,4.2 out of 5,5 out of 5,abofathy56@yahoo.com,ممتاز جدا والريموت شكله تحفه,neutral,15-12-2024,by abofathy56@yahoo.com
Samsung ‎‎50 Inch Crystal UHD DU8000 4K Tizen OS Smart TV (2024)‎‎,https://www.jumia.com.eg/50-du8000-crystal-uhd-4k-tv-samsung-mpg1155051.html,SA024EL0VV2KWNAFAMZ,4.2 out of 5,5 out of 5,تغليق ممتاز,الشاشة ممتازة وواصلة كويسة وسليمة الحمدلله وجودة الشاشة محترمة وعرض جميل انا شاريها تقسيط,neutral,08-12-2024,by محمد محمود
Kiddy XL Jumbo Baby Diapers Size 5 - 64 Pcs,https://www.jumia.com.eg/kiddy-xl-jumbo-baby-diapers-size-5-64-pcs-57673256.html,BR032HB12U9PNNAFAMZ,4.3 out of 5,5 out of 5,ممتاز,"مثله مثل الانواع الاكثر شهرة
و بسعر مناسب أكثر",neutral,20-08-2025,by A.M
Kiddy XL Jumbo Baby Diapers Size 5 - 64 Pcs,https://www.jumia.com.eg/kiddy-xl-jumbo-baby-diapers-size-5-64-pcs-57673256.html,BR032HB12U9PNNAFAMZ,4.3 out of 5,5 out of 5,جميل,جميل,neutral,18-08-2025,by Walaa
Kiddy XL Jumbo Baby Diapers Size 5 - 64 Pcs,https://www.jumia.com.eg/kiddy-xl-jumbo-baby-diapers-size-5-64-pcs-57673256.html,BR032HB12U9PNNAFAMZ,4.3 out of 5,1 out of 5,حلو اووي,حلو وومش بيكلكع و الاستيك بتاعه حلو برضو,neutral,05-08-2025,by Walaa
Kiddy XL Jumbo Baby Diapers Size 5 - 64 Pcs,https://www.jumia.com.eg/kiddy-xl-jumbo-baby-diapers-size-5-64-pcs-57673256.html,BR032HB12U9PNNAFAMZ,4.3 out of 5,5 out of 5,ممتاز,سعر حلو,neutral,05-08-2025,by Asmaa
Kiddy XL Jumbo Baby Diapers Size 5 - 64 Pcs,https://www.jumia.com.eg/kiddy-xl-jumbo-baby-diapers-size-5-64-pcs-57673256.html,BR032HB12U9PNNAFAMZ,4.3 out of 5,5 out of 5,جيد جدا,منتج رائع,neutral,07-07-2025,by Ahmed
Kiddy XL Jumbo Baby Diapers Size 5 - 64 Pcs,https://www.jumia.com.eg/kiddy-xl-jumbo-baby-diapers-size-5-64-pcs-57673256.html,BR032HB12U9PNNAFAMZ,4.3 out of 5,4 out of 5,جيد جدا بالنسبه لسعره,جيد جدا بالنسبه لسعره,neutral,02-07-2025,by Mai
Kiddy XL Jumbo Baby Diapers Size 5 - 64 Pcs,https://www.jumia.com.eg/kiddy-xl-jumbo-baby-diapers-size-5-64-pcs-57673256.html,BR032HB12U9PNNAFAMZ,4.3 out of 5,5 out of 5,جيد,حلو اوي مش بيسرب بس مقاسه صغير شويه,neutral,02-06-2025,by Nada
Kiddy XL Jumbo Baby Diapers Size 5 - 64 Pcs,https://www.jumia.com.eg/kiddy-xl-jumbo-baby-diapers-size-5-64-pcs-57673256.html,BR032HB12U9PNNAFAMZ,4.3 out of 5,5 out of 5,جيد,وصل بنفس المواصفات وهو نوه جيد وبقيمه جيده = انصح به,neutral,15-05-2025,by محمد فهمى
Kiddy XL Jumbo Baby Diapers Size 5 - 64 Pcs,https://www.jumia.com.eg/kiddy-xl-jumbo-baby-diapers-size-5-64-pcs-57673256.html,BR032HB12U9PNNAFAMZ,4.3 out of 5,5 out of 5,حلوو جدا,سعره مناسب مش بيعمل ريحه مريح مش بيعمل التهابات,neutral,04-05-2025,by ساره
Kiddy XL Jumbo Baby Diapers Size 5 - 64 Pcs,https://www.jumia.com.eg/kiddy-xl-jumbo-baby-diapers-size-5-64-pcs-57673256.html,BR032HB12U9PNNAFAMZ,4.3 out of 5,5 out of 5,جميل,جميل,neutral,23-04-2025,by MOATAZ
LC Waikiki Printed Single Strap Men's Slider,https://www.jumia.com.eg/lc-waikiki-printed-single-strap-mens-slider-132590921.html,LC160FS1V81JNNAFAMZ,4.3 out of 5,5 out of 5,تحفه,رائع ومريح جدا ومقاس مظبوط,neutral,19-08-2025,by Reham
Cottonil Cottonil - Set Of (5) Boxer Every Day,https://www.jumia.com.eg/cottonil-cottonil-set-of-5-boxer-every-day-70757524.html,CO251MW0PCJMJNAFAMZ,4.3 out of 5,4 out of 5,كويس,هو حلو بس معرفش ليه قطونيل بقت الخامة خفيفة بعد شوية تبدا تتقطع,neutral,10-08-2025,by مالك
Cottonil Cottonil - Set Of (5) Boxer Every Day,https://www.jumia.com.eg/cottonil-cottonil-set-of-5-boxer-every-day-70757524.html,CO251MW0PCJMJNAFAMZ,4.3 out of 5,5 out of 5,ممتاز,القماش قطن ومريح اوووووى فى اللبس,neutral,20-07-2025,by mohamed
Cottonil Cottonil - Set Of (5) Boxer Every Day,https://www.jumia.com.eg/cottonil-cottonil-set-of-5-boxer-every-day-70757524.html,CO251MW0PCJMJNAFAMZ,4.3 out of 5,5 out of 5,جيد جدا,الخامة معقولة بالسعر ده ممتازة جربتها مرتين,neutral,22-06-2025,by Bahaa
تيشرت أبيض بولو ياقه تريكو ترند,https://www.jumia.com.eg/generic-133350439.html,GE810MW375CIDNAFAMZ,4.2 out of 5,5 out of 5,رائع,نفس الرسمة بالظبط جدول المقاسات مظبوط جدا وفعلا مقاس ٥ كبير وواسع ومريح وشيك جدا,neutral,08-07-2025,by khaled
